Individual,PC,score
12300,2,-0.69
12300,3,-0.19
12304,1,-0
12304,2,0.95
12304,3,-0.19
12305,1,0.08
12305,2,0.04
12305,3,0.56
12306,1,-0.21
12306,2,0.12
12306,3,-0.06
12307,1,1.46
12307,2,-1.33
12307,3,0.34
12308,1,0.41
12308,2,-0.24
12308,3,0.24
12309,1,0.9
12309,2,-0.73
12309,3,0.18
12312,1,-0.61
12312,2,-0.7
12312,3,0.07
12324,1,0.06
12324,2,-0.19
12324,3,-0.13
12329,1,0.23
12329,2,1.26
12329,3,0.25
12330,1,0.45
12330,2,0.38
12330,3,-0.02
12331,1,-1.16
12331,2,-0.75
12331,3,-0.12
12332,1,0.11
12332,2,0.19
12332,3,-0.15
12333,1,0.98
12333,2,-1.21
12333,3,-0.49
12334,1,0.14
12334,2,0.36
12334,3,-0.18
12335,1,0.26
12335,2,-0.03
12335,3,-0.51
12336,1,1.3
12336,2,-0.05
12336,3,-0.53
12339,1,0.33
12339,2,-0.21
12339,3,0.27
12340,1,0.57
12340,2,-0.93
12340,3,0.82
12342,1,0.99
12342,2,0.96
12342,3,-0.22
12343,1,0.57
12343,2,0.51
12343,3,-0.28
12346,1,0.69
12346,2,-0.64
12346,3,-0.41
12358,1,0.66
12358,2,-1.06
12358,3,-0.22
12359,1,0.36
12359,2,-0.24
12359,3,-0.53
12361,1,-0.26
12361,2,0.16
12361,3,0.13
12362,1,1.11
12362,2,-0.65
12362,3,-0.08
12370,1,0.38
12370,2,-0.98
12370,3,0.44
12371,1,0.4
12371,2,0.19
12371,3,0.83
12376,1,0.99
12376,2,-1.12
12376,3,-0.19
12378,1,0.41
12378,2,-0.41
12378,3,0.27
12379,1,1.04
12379,2,0.27
12379,3,1.04
12389,1,-0.86
12389,2,0.41
12389,3,-0.18
12390,1,0.1
12390,2,-0.09
12390,3,-0.53
12391,1,0.34
12391,2,-1
12391,3,-0.11
12392,1,0.78
12392,2,-0.64
12392,3,-0.05
12393,1,-0.1
12393,2,-0
12393,3,-0.77
12394,1,0.2
12394,2,0.38
12394,3,-0.33
12395,1,-0.01
12395,2,0.56
12395,3,0.04
12397,1,0.35
12397,2,0.29
12397,3,0.36
12398,1,-0.19
12398,2,-0.04
12398,3,-0.55
12400,1,-0.03
12400,2,-0.35
12400,3,-0.05
12402,1,1.42
12402,2,-0.37
12402,3,-0.22
12403,1,0.3
12403,2,0.22
12403,3,0
12404,1,0.61
12404,2,0.11
12404,3,-0.22
12405,1,-0.13
12405,2,0.08
12405,3,0.1
12408,1,-0.59
12408,2,1.2
12408,3,0.32
12411,1,-0.68
12411,2,-0.43
12411,3,-0.25
12419,1,-0.04
12419,2,-0.49
12419,3,-0.05
12420,1,-0.81
12420,2,-0.12
12420,3,-0.39
12422,1,-1.02
12422,2,0.26
12422,3,-0.46
12423,1,-0.63
12423,2,-0.16
12423,3,-0.23
12430,1,1.49
12430,2,-1.79
12430,3,-0.13
12432,1,0.53
12432,2,-0.34
12432,3,0.24
12433,1,0.06
12433,2,0.06
12433,3,0.45
12434,1,0.07
12434,2,-1.5
12434,3,0.09
12450,1,-0.15
12450,2,0.6
12450,3,-0.35
12451,1,0.02
12451,2,0.3
12451,3,-0.43
12453,1,0.94
12453,2,0.67
12453,3,-0.11
12454,1,-0.55
12454,2,-0.83
12454,3,-0.4
12460,1,0.82
12460,2,-0.97
12460,3,-0.28
12464,1,-0.98
12464,2,0.08
12464,3,-0.13
12465,1,-0.31
12465,2,-0.3
12465,3,-0.01
12467,1,-0.65
12467,2,-0.7
12467,3,0.42
12484,1,0.26
12484,2,1.1
12484,3,-0.55
12490,1,-1.13
12490,2,-0.67
12490,3,-0.34
12493,1,0.5
12493,2,-0.19
12493,3,0.26
12497,1,-0.73
12497,2,0.47
12497,3,0.3
12499,1,0.02
12499,2,0.22
12499,3,0.33
12508,1,1.06
12508,2,-0.78
12508,3,0.26
12509,1,0.37
12509,2,-0.15
12509,3,0.75
12516,1,0.16
12516,2,0.07
12516,3,0.13
12517,1,-1.18
12517,2,-0.51
12517,3,-0.35
12518,1,-0.95
12518,2,0.8
12518,3,0.51
12519,1,-0.11
12519,2,0.7
12519,3,0.82
12530,1,1.02
12530,2,-0.08
12530,3,-0.25
12531,1,-0.28
12531,2,0.25
12531,3,0.06
12532,1,-0.34
12532,2,-0.33
12532,3,-0.35
12533,1,0.79
12533,2,-0.29
12533,3,-0.47
12534,1,1.16
12534,2,-0.34
12534,3,-0.63
12535,1,0.11
12535,2,0.17
12535,3,-0.21
12540,1,1.54
12540,2,-0.13
12540,3,-0.51
12544,1,-1.77
12544,2,0.23
12544,3,0.15
12545,1,0.56
12545,2,0.26
12545,3,0.45
12548,1,-0.19
12548,2,0.31
12548,3,0.37
12549,1,-0.22
12549,2,-0.69
12549,3,0.38
12551,1,-0.32
12551,2,0.06
12551,3,0.17
12552,1,-0.98
12552,2,-0.02
12552,3,0.22
12561,1,-0.23
12561,2,-0.8
12561,3,-0.04
12562,1,-0.05
12562,2,-0.32
12562,3,0.39
12563,1,0.81
12563,2,-0.06
12563,3,-0.1
12564,1,0.27
12564,2,0.82
12564,3,-0.11
12565,1,-0.82
12565,2,0.23
12565,3,-0.4
12573,1,-0.17
12573,2,0.05
12573,3,-0.03
12580,1,0.76
12580,2,0.78
12580,3,0.11
12581,1,-0.37
12581,2,-0.34
12581,3,0.04
12584,1,0.97
12584,2,-0.51
12584,3,-0.85
12586,1,0.07
12586,2,0.03
12586,3,0.57
12587,1,-0.56
12587,2,-0.01
12587,3,-0.27
12589,1,-0.93
12589,2,0.17
12589,3,-0.53
12590,1,-0.47
12590,2,-0.44
12590,3,-0.31
12591,1,-0.65
12591,2,0.15
12591,3,0.08
12602,1,-0.17
12602,2,0.34
12602,3,0.45
12604,1,0.25
12604,2,-0.27
12604,3,0.22
12605,1,0.21
12605,2,-0.21
12605,3,0.77
12610,1,0.04
12610,2,-0.08
12610,3,-0.48
12620,1,-0.4
12620,2,-0.39
12620,3,0.74
12633,1,0.36
12633,2,-0.8
12633,3,-0.05
12636,1,0.09
12636,2,0.99
12636,3,-0.56
12637,1,-0.23
12637,2,0.45
12637,3,0.15
12638,1,-0.7
12638,2,-0.56
12638,3,0.47
12640,1,-0.11
12640,2,-0.11
12640,3,-0.05
12641,1,0.68
12641,2,0.15
12641,3,-0.32
12643,1,-0.07
12643,2,-0.81
12643,3,0.34
12649,1,1.9
12649,2,-0.33
12649,3,-0.04
12650,1,-0.38
12650,2,-0.59
12650,3,0.33
12651,1,1.3
12651,2,-0.62
12651,3,0.17
12652,1,0.2
12652,2,0.21
12652,3,-0.26
12653,1,0.79
12653,2,-0.14
12653,3,0.54
12659,1,0.43
12659,2,-0.71
12659,3,0.04
12661,1,-0.27
12661,2,-0
12661,3,0.06
12665,1,-0.41
12665,2,0.58
12665,3,-0.83
12666,1,0.03
12666,2,0.89
12666,3,-0.36
12667,1,0.96
12667,2,0.2
12667,3,0.04
12668,1,0.44
12668,2,-0.09
12668,3,-0.3
12670,1,0.73
12670,2,0.32
12670,3,-0.81
12673,1,0.75
12673,2,0.86
12673,3,-0.4
12674,1,0.34
12674,2,-0.34
12674,3,-0.38
12675,1,0.47
12675,2,-0.11
12675,3,-0.43
12676,1,-0.05
12676,2,-0.03
12676,3,-0.2
12679,1,-0.41
12679,2,0.27
12679,3,0.21
12682,1,-0.2
12682,2,-0.18
12682,3,0.56
12690,1,1.28
12690,2,0.59
12690,3,1.12
12691,1,-1.22
12691,2,-0.49
12691,3,0.1
12696,1,-1.05
12696,2,-0
12696,3,-0.39
12700,1,-0.32
12700,2,-0.55
12700,3,-0.53
12701,1,-0.69
12701,2,-0.28
12701,3,-0.55
12708,1,0.93
12708,2,0.04
12708,3,-0.39
12709,1,0.32
12709,2,-0.54
12709,3,0.12
12713,1,0.2
12713,2,0.93
12713,3,0.04
12714,1,-0.22
12714,2,0.18
12714,3,-0.39
12718,1,1.08
12718,2,-0.29
12718,3,-0.52
12719,1,-0.65
12719,2,-0.96
12719,3,-0.57
12722,1,-0.08
12722,2,0.02
12722,3,-0.07
12723,1,-1.11
12723,2,0.28
12723,3,-0.28
12725,1,-0.92
12725,2,-0.58
12725,3,0.17
12728,1,0.17
12728,2,-0.5
12728,3,-0.68
12729,1,-0.02
12729,2,0.26
12729,3,-0.04
12730,1,0.39
12730,2,-0.52
12730,3,-0.34
12736,1,0.74
12736,2,0.09
12736,3,-0.23
12737,1,-1.47
12737,2,0.66
12737,3,0.06
12738,1,1.13
12738,2,0.4
12738,3,-0.08
12739,1,-0.21
12739,2,0.29
12739,3,0.2
12740,1,-0.26
12740,2,0.01
12740,3,0.34
12741,1,0.42
12741,2,0.47
12741,3,-0.29
12745,1,0.57
12745,2,0.54
12745,3,-0.04
12749,1,0.39
12749,2,-0.17
12749,3,0.12
12750,1,-0.68
12750,2,-0.41
12750,3,-0.07
12751,1,-0.29
12751,2,-0.25
12751,3,-0.14
12754,1,0.78
12754,2,-0.19
12754,3,-0.54
12755,1,0.03
12755,2,-0.77
12755,3,-0.24
12756,1,1.2
12756,2,0.06
12756,3,0.01
12758,1,0.81
12758,2,-0
12758,3,-0.17
12759,1,0.42
12759,2,-0.1
12759,3,-0.45
12760,1,-0.88
12760,2,0.22
12760,3,-0.45
12764,1,-0.87
12764,2,0.43
12764,3,0.34
12767,1,-1.13
12767,2,0.18
12767,3,-0.28
12768,1,0.19
12768,2,0.47
12768,3,0.62
12776,1,0.64
12776,2,-0.61
12776,3,-0.02
12778,1,-0.89
12778,2,0.94
12778,3,0.08
12779,1,1.41
12779,2,0.56
12779,3,-0.06
12782,1,-0.14
12782,2,0.19
12782,3,0.89
12784,1,0.34
12784,2,-0.19
12784,3,0.05
12786,1,0.07
12786,2,-0.68
12786,3,-0.86
12789,1,1.5
12789,2,0.3
12789,3,-0.08
12790,1,0.33
12790,2,-0.19
12790,3,-0.95
12791,1,0.23
12791,2,-0.69
12791,3,-0.07
12793,1,0.53
12793,2,1.37
12793,3,-0.47
12794,1,0.2
12794,2,0.1
12794,3,-0.16
12795,1,-0.55
12795,2,-0.35
12795,3,-0.54
12797,1,-1.75
12797,2,-0.41
12797,3,0.48
12798,1,-0.15
12798,2,0.31
12798,3,1
12800,1,-0.02
12800,2,-0.01
12800,3,-0.06
12809,1,-0.74
12809,2,0.32
12809,3,-0.11
12811,1,-0.65
12811,2,1.07
12811,3,-0.01
12819,1,-0.66
12819,2,-0.39
12819,3,-0
12821,1,0.54
12821,2,0.82
12821,3,0.3
12824,1,-0.71
12824,2,-0.42
12824,3,0.38
12825,1,-0.5
12825,2,0.45
12825,3,0.02
12833,1,0.9
12833,2,-0.36
12833,3,0.99
12834,1,-0.6
12834,2,0.1
12834,3,-0.71
12835,1,1.12
12835,2,0.24
12835,3,-0.39
12841,1,-0.34
12841,2,-0.32
12841,3,0.05
12856,1,0.47
12856,2,-0.34
12856,3,0.04
12867,1,-0.89
12867,2,1.47
12867,3,-0.18
12868,1,-0.46
12868,2,-0.34
12868,3,-0.2
12882,1,-0.39
12882,2,0.46
12882,3,-0.1
12883,1,0.37
12883,2,0.36
12883,3,-0.46
12888,1,0.47
12888,2,0.5
12888,3,-0.05
12890,1,0.2
12890,2,-0.83
12890,3,-0.27
12891,1,-0.28
12891,2,-0.22
12891,3,-0.39
12892,1,-0.24
12892,2,-0.12
12892,3,-0.1
12894,1,0
12894,2,-0.7
12894,3,0.12
12895,1,-0.59
12895,2,0.07
12895,3,0.62
12896,1,-0.71
12896,2,-0.13
12896,3,0.12
12899,1,-0.81
12899,2,0.27
12899,3,0.21
12900,1,0.06
12900,2,-0.42
12900,3,-0.11
12901,1,-0.13
12901,2,-0.1
12901,3,-0.39
12906,1,0.61
12906,2,0.06
12906,3,0.07
12907,1,0.01
12907,2,1.23
12907,3,-0.03
12916,1,-0.14
12916,2,-0.28
12916,3,-1.01
12920,1,-0.09
12920,2,0.27
12920,3,-0.59
12921,1,-0.3
12921,2,0.33
12921,3,-0.27
12925,1,0.3
12925,2,-1.58
12925,3,0.76
12927,1,0.23
12927,2,0.55
12927,3,0.12
12928,1,-0.18
12928,2,0.19
12928,3,0.5
12929,1,0.76
12929,2,-0.26
12929,3,-0.09
12930,1,-0.03
12930,2,-0.07
12930,3,0.58
12933,1,-0.43
12933,2,-0.41
12933,3,-0.43
12936,1,0.06
12936,2,0.3
12936,3,-0.38
12940,1,-0.25
12940,2,0.46
12940,3,1.24
12941,1,0.21
12941,2,-0.04
12941,3,-0.76
12943,1,0.1
12943,2,0
12943,3,-0.31
12945,1,-0.28
12945,2,0.55
12945,3,0.47
12951,1,-0.44
12951,2,0.19
12951,3,-0.35
12954,1,0.09
12954,2,-1.78
12954,3,0.21
12958,1,-1.36
12958,2,-0.16
12958,3,-0.18
12959,1,1.2
12959,2,0.35
12959,3,0.4
12961,1,-0
12961,2,0.03
12961,3,0.49
12964,1,-0.33
12964,2,0
12964,3,-0.07
12966,1,0.05
12966,2,-1.13
12966,3,-0.21
12967,1,-0.22
12967,2,0.59
12967,3,-0.51
12971,1,-0.39
12971,2,0.82
12971,3,-0.2
12976,1,0.62
12976,2,0.86
12976,3,-0.53
12978,1,0.09
12978,2,-1.21
12978,3,0.62
12979,1,0.5
12979,2,0.54
12979,3,0.31
12980,1,0.38
12980,2,0.39
12980,3,0.66
12981,1,-0.96
12981,2,0.84
12981,3,0.78
12982,1,-0.72
12982,2,-1.31
12982,3,0.35
12983,1,-0.87
12983,2,0.09
12983,3,-0.8
12984,1,-0.4
12984,2,-0.88
12984,3,0.53
12987,1,0.67
12987,2,0.24
12987,3,0.46
12990,1,-0.72
12990,2,0.17
12990,3,-0.96
12991,1,0.01
12991,2,0.43
12991,3,-0.71
12992,1,0.14
12992,2,-0.14
12992,3,-0.43
12993,1,0.31
12993,2,-1.35
12993,3,0.51
12994,1,-0.27
12994,2,0.55
12994,3,0.38
12995,1,-0.35
12995,2,-0.5
12995,3,0.03
12997,1,0.4
12997,2,0.66
12997,3,-0.57
12999,1,0.4
12999,2,-0.23
12999,3,-0.4
13000,1,0.37
13000,2,-0.63
13000,3,-0.09
13001,1,0.9
13001,2,-0.32
13001,3,0
13002,1,1.1
13002,2,-0.26
13002,3,-0.1
13003,1,0.14
13003,2,-0.14
13003,3,1.67
13005,1,-0.49
13005,2,0.25
13005,3,0.2
13007,1,0.08
13007,2,-0.57
13007,3,-0.26
13017,1,-0.36
13017,2,-0.57
13017,3,-0.05
13018,1,-0.77
13018,2,0.75
13018,3,-0.62
13020,1,-1.37
13020,2,0.46
13020,3,0.12
13023,1,-0.71
13023,2,-0.11
13023,3,-0.11
13024,1,-1.14
13024,2,0.44
13024,3,-0.53
13025,1,0.72
13025,2,0.2
13025,3,0.18
13026,1,-0.65
13026,2,-0.01
13026,3,-0.25
13027,1,0.4
13027,2,0.12
13027,3,0.26
13028,1,-0.41
13028,2,0.76
13028,3,-0.49
13029,1,-0.35
13029,2,-0.14
13029,3,-0.38
13031,1,-0.35
13031,2,0.9
13031,3,-0.3
13041,1,1
13041,2,0.02
13041,3,-0.04
13043,1,-0.33
13043,2,-0.72
13043,3,0.2
13046,1,-0.88
13046,2,0.06
13046,3,0.3
13050,1,-0.11
13050,2,-0.52
13050,3,0.1
13051,1,-0.55
13051,2,-0.88
13051,3,-0.07
13052,1,-0.57
13052,2,-1.06
13052,3,0.4
13057,1,-0.65
13057,2,0.25
13057,3,0.33
13059,1,0.43
13059,2,-0.12
13059,3,-0.55
13062,1,-0.82
13062,2,0.67
13062,3,-0.81
13063,1,-0.03
13063,2,0.93
13063,3,-0.02
13065,1,-0.3
13065,2,0.63
13065,3,-0.43
13068,1,0.18
13068,2,0.38
13068,3,-0.58
13072,1,-0.48
13072,2,0.2
13072,3,-0.26
13073,1,0.95
13073,2,0.56
13073,3,-0.36
13075,1,-0.34
13075,2,0.23
13075,3,0.37
13076,1,-0.24
13076,2,0.57
13076,3,0.35
13080,1,0.96
13080,2,0.18
13080,3,-0.41
13086,1,-0.08
13086,2,0.44
13086,3,0.06
13103,1,0.24
13103,2,0.84
13103,3,0.03
13106,1,0.67
13106,2,0.57
13106,3,0.24
13107,1,0.35
13107,2,-0.28
13107,3,-0.3
13109,1,0.88
13109,2,0.14
13109,3,-0.27
13110,1,0.67
13110,2,-0.86
13110,3,0.79
13111,1,-0.74
13111,2,-0.15
13111,3,0.28
13114,1,-0.3
13114,2,0.75
13114,3,-0.82
13115,1,0.33
13115,2,-0.1
13115,3,-0.2
13116,1,0.18
13116,2,-0.24
13116,3,-0.65
13117,1,-0.1
13117,2,0.42
13117,3,0.2
13119,1,-0.01
13119,2,0.37
13119,3,-0.5
13123,1,-0.82
13123,2,0.07
13123,3,-0.7
13127,1,-1.73
13127,2,0.33
13127,3,-0.34
13139,1,0.16
13139,2,0.82
13139,3,-0.09
13142,1,-0.04
13142,2,-0.08
13142,3,0.21
13145,1,-0.47
13145,2,-1.38
13145,3,0.43
13146,1,-0.14
13146,2,0.01
13146,3,0.11
13147,1,-0.41
13147,2,0.01
13147,3,0.51
13150,1,-0.22
13150,2,-0.01
13150,3,-0.36
13153,1,0.7
13153,2,-0.29
13153,3,-0.02
13154,1,0.21
13154,2,0.29
13154,3,-1.11
13155,1,-0.61
13155,2,-0.93
13155,3,0.75
13156,1,-0.08
13156,2,0.27
13156,3,0.7
13158,1,-1.03
13158,2,-1.01
13158,3,0.26
13159,1,0.57
13159,2,-0.85
13159,3,0.08
13160,1,0.94
13160,2,-0.2
13160,3,1.2
13162,1,-0.88
13162,2,-1.22
13162,3,0.33
13163,1,-0.47
13163,2,-0.67
13163,3,-0.22
13164,1,-0.03
13164,2,-0.14
13164,3,0.59
13165,1,-0.34
13165,2,0.1
13165,3,-0.01
13166,1,0.49
13166,2,0.3
13166,3,0.61
13169,1,-0.05
13169,2,0.6
13169,3,-0.34
13170,1,-0.03
13170,2,0.07
13170,3,0.37
13171,1,-0
13171,2,-0.16
13171,3,-0.02
13173,1,0.07
13173,2,0.74
13173,3,0.08
13175,1,0.42
13175,2,0.76
13175,3,0.07
13182,1,-0.64
13182,2,-0.15
13182,3,-0.07
13183,1,0.1
13183,2,-0.69
13183,3,-0.61
13194,1,-0.68
13194,2,-0.3
13194,3,0.06
13195,1,1.39
13195,2,0.4
13195,3,0.07
13197,1,1.41
13197,2,-1.53
13197,3,0.23
13198,1,1.05
13198,2,-0.39
13198,3,-0.13
13199,1,-0.3
13199,2,-0.83
13199,3,0.17
13200,1,-0.29
13200,2,0.13
13200,3,-0.42
13213,1,0.67
13213,2,0.45
13213,3,0.14
13216,1,0.09
13216,2,-0.26
13216,3,-0.35
13239,1,-0.13
13239,2,1.01
13239,3,-0.16
13260,1,-0.49
13260,2,0.16
13260,3,-0.66
13262,1,0.02
13262,2,0.01
13262,3,-0.38
13263,1,0.04
13263,2,0.05
13263,3,-0.11
13271,1,-0.49
13271,2,0.54
13271,3,0.05
13336,1,0.49
13336,2,-0.43
13336,3,-0.68
13351,1,-0.36
13351,2,0.42
13351,3,-0.04
13384,1,0.12
13384,2,0
13384,3,-0
13549,1,0.37
13549,2,-0.43
13549,3,-0.28
13752,1,-0.39
13752,2,-0.55
13752,3,0.22
13773,1,0.95
13773,2,0.08
13773,3,-0.57
13857,1,0.12
13857,2,-0.78
13857,3,-0.39
13910,1,-0.23
13910,2,0.34
13910,3,-0.16
13945,1,-0.5
13945,2,0.7
13945,3,0.7
13973,1,0.05
13973,2,-0.17
13973,3,-0.27
13976,1,-0.4
13976,2,0.58
13976,3,-0.01
13977,1,0.44
13977,2,0.63
13977,3,-0.01
14173,1,0.01
14173,2,0.69
14173,3,-0.25
14181,1,-1.67
14181,2,-0.58
14181,3,0.6
14193,1,1.79
14193,2,-1.25
14193,3,0.65
14194,1,-1.62
14194,2,-0.54
14194,3,0.32
14195,1,-0.76
14195,2,-0.25
14195,3,0.46
14196,1,-0.81
14196,2,-0.6
14196,3,-0.29
14272,1,0.26
14272,2,-0.04
14272,3,-0.51
14313,1,-0.32
14313,2,0.03
14313,3,-0.17
14315,1,-0.2
14315,2,-0.25
14315,3,0.14
14317,1,0.85
14317,2,-0.79
14317,3,-0.01
14318,1,-0.92
14318,2,-0.19
14318,3,0.49
14321,1,0.11
14321,2,-1.11
14321,3,0.4
14390,1,-0.41
14390,2,0.08
14390,3,0.24
14485,1,-0.58
14485,2,0.09
14485,3,-0.1
14487,1,0.84
14487,2,0.36
14487,3,0.04
14585,1,-0.25
14585,2,-0.06
14585,3,0.12
14745,1,0.92
14745,2,0.19
14745,3,0.63
14769,1,-0.13
14769,2,1.2
14769,3,-0.08
14792,1,0.56
14792,2,1.82
14792,3,0.68
14793,1,-0.7
14793,2,-0.02
14793,3,0.12
14794,1,-0.55
14794,2,0.16
14794,3,-0.35
14982,1,-0.2
14982,2,0.47
14982,3,-0.48
14989,1,0.41
14989,2,-0.01
14989,3,-0.58
14991,1,0.17
14991,2,-1.42
14991,3,0.2
15001,1,0.34
15001,2,0.01
15001,3,-0.24
15026,1,-0.35
15026,2,0.41
15026,3,-0.17
15071,1,-0.1
15071,2,0.32
15071,3,-0.15
15109,1,0.6
15109,2,0.12
15109,3,0.22
15110,1,-0.74
15110,2,0.24
15110,3,-0.12
15111,1,0.34
15111,2,0.64
15111,3,0.07
15112,1,-0.38
15112,2,0.18
15112,3,-0.57
15152,1,0.49
15152,2,-0.43
15152,3,-0.49
15160,1,0.82
15160,2,-0.34
15160,3,-0.21
15165,1,0.57
15165,2,0.42
15165,3,-0.49
15245,1,-0.59
15245,2,0.3
15245,3,0.04
15375,1,0.09
15375,2,0.76
15375,3,-0.29
15477,1,-0.7
15477,2,0.38
15477,3,-0.18
15485,1,-0.83
15485,2,0.28
15485,3,0.18
15560,1,0.5
15560,2,0.13
15560,3,-0.41
15564,1,-1.24
15564,2,-0.28
15564,3,-0.2
15565,1,-0.81
15565,2,0.41
15565,3,0.12
15600,1,0.57
15600,2,0.67
15600,3,0.15
15683,1,-0.31
15683,2,0.26
15683,3,-0.18
15734,1,0.33
15734,2,-0.24
15734,3,0.16
15735,1,0.48
15735,2,-0.28
15735,3,0.8
15821,1,-0.16
15821,2,-1.11
15821,3,0.09
15826,1,0.04
15826,2,-0.45
15826,3,1.49
15827,1,0.67
15827,2,-1.36
15827,3,0.79
15828,1,-0.51
15828,2,-1.04
15828,3,0.44
15833,1,-0.2
15833,2,-0.49
15833,3,-0.09
15854,1,-0.48
15854,2,-0.89
15854,3,-0.17
15885,1,0.11
15885,2,0.04
15885,3,-0.32
16014,1,-0.31
16014,2,0.05
16014,3,-0.04
16075,1,0.34
16075,2,0.51
16075,3,1.38
16100,1,0.13
16100,2,0.25
16100,3,-0.59
16103,1,-1.12
16103,2,0.65
16103,3,0.11
16117,1,-1.29
16117,2,-0.02
16117,3,-0.46
16158,1,-0.46
16158,2,0.69
16158,3,0.67
16162,1,-0.58
16162,2,-0.16
16162,3,-0.04
16164,1,-0.62
16164,2,-0.12
16164,3,0.13
16231,1,-0.29
16231,2,-0.7
16231,3,-0.03
16286,1,-0.85
16286,2,0.76
16286,3,0.1
16343,1,-0.76
16343,2,-0.67
16343,3,-0.89
16363,1,1.14
16363,2,-0.13
16363,3,0.88
16369,1,0.78
16369,2,-1.04
16369,3,0.78
16373,1,0.87
16373,2,-0.07
16373,3,0.18
16553,1,1.37
16553,2,-0.16
16553,3,-0.9
16663,1,0.83
16663,2,0.53
16663,3,0.01
16664,1,-0.93
16664,2,0.52
16664,3,0.29
16665,1,-0.06
16665,2,-0.6
16665,3,0.22
16694,1,0.05
16694,2,0.87
16694,3,-0.32
16696,1,0.6
16696,2,0.69
16696,3,0.33
16697,1,0.16
16697,2,0.8
16697,3,0.2
16698,1,-0.13
16698,2,-0.69
16698,3,-0.32
16733,1,0.45
16733,2,0.53
16733,3,-0.09
16734,1,-0.42
16734,2,-0.32
16734,3,-0.14
16735,1,1.03
16735,2,-0.77
16735,3,0.11
16736,1,0.94
16736,2,-0.03
16736,3,0.36
16805,1,0.54
16805,2,-0.4
16805,3,-0.28
16806,1,-0.13
16806,2,-0.55
16806,3,-0.13
16840,1,-0.13
16840,2,0.43
16840,3,-0.27
16887,1,-1.61
16887,2,-0.06
16887,3,-0.67
17011,1,-0.34
17011,2,0.58
17011,3,-0.07
17099,1,-0.07
17099,2,0.06
17099,3,0.38
17170,1,-0.32
17170,2,-0.32
17170,3,-0.07
17189,1,-0.69
17189,2,0.31
17189,3,-0.7
17259,1,-0.02
17259,2,-0.14
17259,3,0.61
17260,1,0.72
17260,2,-0.37
17260,3,-0.33
17261,1,0.24
17261,2,0.01
17261,3,0.88
17274,1,-0.42
17274,2,0.06
17274,3,-0.26
17276,1,-0.19
17276,2,0.02
17276,3,0.6
17277,1,0.58
17277,2,0.39
17277,3,-0
17283,1,0.88
17283,2,1.11
17283,3,0.34
17284,1,0.28
17284,2,-0.89
17284,3,-0.19
17285,1,0.65
17285,2,0.34
17285,3,0.25
17286,1,0.27
17286,2,-0.15
17286,3,0.84
17288,1,-0.1
17288,2,0.98
17288,3,0.43
17293,1,0.31
17293,2,-0.23
17293,3,-0.15
17294,1,-1.29
17294,2,0.28
17294,3,0
17295,1,-0.81
17295,2,0.57
17295,3,-0.42
17391,1,0.64
17391,2,-0.44
17391,3,-0.71
17521,1,-0.78
17521,2,-0.27
17521,3,0.19
17545,1,-0.56
17545,2,-0.19
17545,3,0.21
17606,1,1.61
17606,2,-0.58
17606,3,0.04
17640,1,-0.32
17640,2,-1.02
17640,3,0.16
17703,1,-0.08
17703,2,0.01
17703,3,-0.49
17738,1,0.7
17738,2,-0.41
17738,3,0.2
17739,1,0.3
17739,2,-1.28
17739,3,0.08
17741,1,-0.16
17741,2,0.29
17741,3,0.93
17750,1,-0.76
17750,2,-1
17750,3,0.37
17758,1,0.77
17758,2,-0.22
17758,3,-0.12
17760,1,-0.1
17760,2,-0.38
17760,3,0.27
17761,1,-0.45
17761,2,-0.62
17761,3,0.21
17766,1,0.08
17766,2,0.94
17766,3,-0.59
17767,1,0.1
17767,2,-0.23
17767,3,0.09
17899,1,1.14
17899,2,-0.36
17899,3,-0.29
17900,1,-0.36
17900,2,0.01
17900,3,0.72
17901,1,-0.28
17901,2,1.25
17901,3,0
17902,1,-0.63
17902,2,0.74
17902,3,0.24
17906,1,-0.48
17906,2,0.54
17906,3,-0.22
17908,1,-0.19
17908,2,0.21
17908,3,0.03
17911,1,-0.99
17911,2,1.13
17911,3,0.57
17912,1,0.12
17912,2,-0.77
17912,3,-0.26
17913,1,0.51
17913,2,-0.18
17913,3,-0.58
17923,1,-0.88
17923,2,-0.13
17923,3,0.47
17924,1,0.01
17924,2,-1.04
17924,3,1.18
17927,1,-0.38
17927,2,0.81
17927,3,0.18
17932,1,-0.11
17932,2,0.55
17932,3,-0.25
17944,1,0.64
17944,2,-0.78
17944,3,0.49
17977,1,0.17
17977,2,0.4
17977,3,-0.11
17981,1,0.24
17981,2,0.41
17981,3,-0.37
18062,1,0.14
18062,2,-0.03
18062,3,0.33
18068,1,-0.04
18068,2,-0.27
18068,3,-0.06
18069,1,-0.7
18069,2,-0.52
18069,3,-0.12
18082,1,0.66
18082,2,-1.35
18082,3,0.12
18084,1,-0.44
18084,2,0.3
18084,3,0.54
18095,1,-0.5
18095,2,0.46
18095,3,-0.3
18104,1,1.37
18104,2,0.69
18104,3,0.64
18141,1,0.46
18141,2,0.51
18141,3,-0.21
18154,1,0.42
18154,2,-0.81
18154,3,0.8
18177,1,-0.24
18177,2,0.94
18177,3,0.07
18319,1,0.01
18319,2,-0.16
18319,3,-0.09
18343,1,-1.05
18343,2,0.18
18343,3,0.01
18408,1,0.36
18408,2,-0.48
18408,3,0.81
18409,1,-0.55
18409,2,-0.82
