Individual,PC,score
18409,3,-0.45
18414,1,0.54
18414,2,-0.82
18414,3,-0.11
18419,1,0.76
18419,2,0.33
18419,3,-0.1
18422,1,-0.52
18422,2,-0.45
18422,3,0.16
18470,1,-0.34
18470,2,-0.57
18470,3,0.44
18494,1,-0.42
18494,2,0.77
18494,3,0
18497,1,-0.26
18497,2,0.1
18497,3,0.22
18540,1,1.07
18540,2,-0.55
18540,3,0.08
18585,1,0.16
18585,2,0.39
18585,3,0.06
18610,1,0.33
18610,2,-1.3
18610,3,-0.03
18651,1,0.12
18651,2,-0.59
18651,3,0.75
18671,1,0.51
18671,2,0.04
18671,3,-0.19
18672,1,0.84
18672,2,1.02
18672,3,0.16
18725,1,0.18
18725,2,-0.03
18725,3,0.04
18762,1,0.23
18762,2,1.34
18762,3,-0.7
18813,1,0.19
18813,2,1.65
18813,3,0.6
18814,1,-0.06
18814,2,0.14
18814,3,0.41
18815,1,-0.12
18815,2,-0.63
18815,3,-0.03
18816,1,0.44
18816,2,0.83
18816,3,0.66
18819,1,0.18
18819,2,-0.15
18819,3,-0.42
18820,1,1.13
18820,2,0.6
18820,3,0.04
18837,1,0.35
18837,2,0.24
18837,3,-0.01
18838,1,-0.1
18838,2,-0.47
18838,3,0.4
18879,1,0.07
18879,2,-0.26
18879,3,-0.24
18880,1,-0.08
18880,2,0.46
18880,3,0.12
18938,1,-0.64
18938,2,0.3
18938,3,0.28
18939,1,0.55
18939,2,-0.46
18939,3,0.45
18945,1,-0.7
18945,2,0.53
18945,3,0.86
18946,1,-0.13
18946,2,-1.82
18946,3,0.13
18949,1,-0.34
18949,2,-1.14
18949,3,-0.02
18950,1,-0.08
18950,2,0
18950,3,-0.52
19035,1,0.54
19035,2,-0.24
19035,3,0.33
19038,1,0.77
19038,2,0.9
19038,3,-0.61
19039,1,0.86
19039,2,-0.26
19039,3,-0.18
19040,1,0.47
19040,2,-0.31
19040,3,0.12
19041,1,0.35
19041,2,-0.81
19041,3,-0.06
19047,1,0.32
19047,2,-1.11
19047,3,0.09
19048,1,-0.22
19048,2,-0.5
19048,3,0.54
19049,1,-0.48
19049,2,-0.71
19049,3,0.21
19052,1,-0.25
19052,2,-1.25
19052,3,0.45
19054,1,0.18
19054,2,-0.14
19054,3,-0.04
19056,1,-0.08
19056,2,-0.79
19056,3,-0.24
19057,1,1.47
19057,2,-1.49
19057,3,-0.85
19072,1,-0.2
19072,2,-0.15
19072,3,-0.18
19086,1,1.08
19086,2,-0.47
19086,3,0.67
19087,1,0.64
19087,2,0.1
19087,3,-0.34
19089,1,-0.77
19089,2,-0.48
19089,3,0.46
19092,1,1.32
19092,2,-0.87
19092,3,-0.2
19093,1,1.05
19093,2,1.54
19093,3,0.65
19094,1,-0.24
19094,2,-0.43
19094,3,-0.1
19095,1,0.54
19095,2,-0.22
19095,3,-0.42
19096,1,-0.34
19096,2,0.11
19096,3,0.55
19098,1,0.29
19098,2,0.47
19098,3,0.48
19099,1,0.48
19099,2,-0.36
19099,3,-0.28
19100,1,0.48
19100,2,-1.55
19100,3,0.15
19101,1,0
19101,2,0.4
19101,3,-0.21
19103,1,-0.11
19103,2,0.64
19103,3,-0.53
19104,1,-0.09
19104,2,0.12
19104,3,0.54
19105,1,0.8
19105,2,0.33
19105,3,0.25
19106,1,1.57
19106,2,0.29
19106,3,0.21
19107,1,0.99
19107,2,-1.48
19107,3,-1.15
19108,1,1.05
19108,2,0.05
19108,3,0.35
19109,1,0.33
19109,2,0.42
19109,3,0.28
19110,1,0.16
19110,2,0.19
19110,3,-0.44
19111,1,-0.27
19111,2,0.94
19111,3,0.5
19112,1,-0.59
19112,2,0.77
19112,3,0.63
19113,1,1.57
19113,2,-0.15
19113,3,-0.21
19114,1,-0.54
19114,2,-0.12
19114,3,0.28
19121,1,-1.05
19121,2,-0.8
19121,3,0.33
19189,1,0.17
19189,2,-0.8
19189,3,0.56
19301,1,0.91
19301,2,-0.38
19301,3,0.31
19384,1,0.25
19384,2,-0.52
19384,3,-0.09
19396,1,0.76
19396,2,-0.03
19396,3,-0.28
19397,1,1.1
19397,2,-0.34
19397,3,0.13
19400,1,0.12
19400,2,0.78
19400,3,-0.09
19502,1,1.08
19502,2,-2.54
19502,3,1.42
19503,1,1.4
19503,2,-0.31
19503,3,-0.47
19515,1,1.56
19515,2,0.49
19515,3,-0.14
19517,1,0.52
19517,2,0.83
19517,3,0.59
19622,1,-0.06
19622,2,-0.73
19622,3,0.41
19624,1,-0.23
19624,2,1.75
19624,3,-0.26
19707,1,-1.16
19707,2,-0.76
19707,3,-0.25
19709,1,0.22
19709,2,-0.36
19709,3,0.03
19718,1,-1.21
19718,2,0.35
19718,3,-0.11
19721,1,-0.96
19721,2,-1.29
19721,3,-0.06
19722,1,-0.19
19722,2,1
19722,3,-0.27
19743,1,-0.64
19743,2,0
19743,3,0.13
19777,1,-0.81
19777,2,1.07
19777,3,-0.18
19787,1,-0.39
19787,2,0.68
19787,3,0.1
19793,1,0.05
19793,2,0.83
19793,3,-0.1
19796,1,-0.84
19796,2,-0.5
19796,3,-0.03
19799,1,0.18
19799,2,0.31
19799,3,0.49
19830,1,1.71
19830,2,-1.06
19830,3,0.48
19872,1,1.18
19872,2,0.14
19872,3,0.14
19891,1,-0.75
19891,2,0.32
19891,3,-0.59
20021,1,1.04
20021,2,0.57
20021,3,0.34
20022,1,1.02
20022,2,0.35
20022,3,-0.03
20025,1,-0.34
20025,2,0.54
20025,3,0.51
20038,1,0.22
20038,2,0.59
20038,3,-1.18
20057,1,-0.11
20057,2,-0.79
20057,3,-0.61
20079,1,-0.56
20079,2,0.28
20079,3,-0.53
20097,1,0.97
20097,2,0.36
20097,3,1.25
20132,1,-1.07
20132,2,-0.23
20132,3,0.41
20135,1,0.18
20135,2,-0.5
20135,3,0.76
20257,1,0.15
20257,2,-0.77
20257,3,-0.94
20259,1,-0.16
20259,2,-0.58
20259,3,-0.29
20341,1,-0.08
20341,2,-0.11
20341,3,-0.51
20346,1,-0.89
20346,2,0.01
20346,3,0.31
20356,1,-0.5
20356,2,-0.89
20356,3,-0.3
20389,1,0.32
20389,2,-0.59
20389,3,0.26
20395,1,-0.27
20395,2,0.09
20395,3,0.2
20396,1,-1.12
20396,2,-0.61
20396,3,0.44
20399,1,0.16
20399,2,0.31
20399,3,-1.13
20462,1,1.1
20462,2,-1.55
20462,3,0.01
20471,1,0.09
20471,2,0.71
20471,3,-0.46
20473,1,-0.43
20473,2,-1.31
20473,3,1.08
20474,1,-0.88
20474,2,0.09
20474,3,-0.74
20475,1,-0.37
20475,2,-0.52
20475,3,0.13
20476,1,-1.57
20476,2,-0.18
20476,3,0.19
20477,1,-0.3
20477,2,-0.06
20477,3,0.43
20478,1,1.17
20478,2,-0.71
20478,3,-0.11
20480,1,0.03
20480,2,-0.26
20480,3,0.2
20530,1,0.7
20530,2,-0.99
20530,3,-0.34
20543,1,1.22
20543,2,0.31
20543,3,0.01
20550,1,-0.49
20550,2,-0.6
20550,3,0.75
20575,1,0.26
20575,2,0.05
20575,3,0.3
20579,1,-0.33
20579,2,-0.2
20579,3,-0.68
20611,1,1.31
20611,2,0.35
20611,3,0.07
20665,1,-0.23
20665,2,-1.15
20665,3,0.98
20679,1,-0.43
20679,2,-0.11
20679,3,0.23
20767,1,0.16
20767,2,-0.41
20767,3,0.56
20777,1,0.06
20777,2,-0.35
20777,3,0.83
20782,1,0.07
20782,2,-0.45
20782,3,0.48
20786,1,0.56
20786,2,0.51
20786,3,-0.33
20793,1,-0.45
20793,2,0.23
20793,3,-0.09
20794,1,0.05
20794,2,-0.12
20794,3,-0.72
20797,1,0.99
20797,2,0.29
20797,3,0.16
20831,1,-0.81
20831,2,-0.48
20831,3,-0.96
20875,1,0.27
20875,2,-0.93
20875,3,0.09
20876,1,-0.48
20876,2,0.51
20876,3,-0.32
20881,1,0.44
20881,2,0.17
20881,3,-0.15
20883,1,0.58
20883,2,0.14
20883,3,-0.17
20885,1,1.1
20885,2,0.09
20885,3,-0.38
20886,1,0.71
20886,2,0.29
20886,3,-0.18
20888,1,0.81
20888,2,1.09
20888,3,-0.5
20889,1,1.11
20889,2,-0.52
20889,3,0.25
20891,1,-0.89
20891,2,0.22
20891,3,0.28
20894,1,-0.79
20894,2,0.24
20894,3,-0.15
20912,1,-0.69
20912,2,-0.6
20912,3,0.23
20953,1,-0.57
20953,2,0.39
20953,3,-0.78
20954,1,0.65
20954,2,-0.33
20954,3,-0.22
20956,1,0.19
20956,2,0.81
20956,3,-0.6
20962,1,0.62
20962,2,-0.38
20962,3,-0.18
20964,1,0.43
20964,2,-1.33
20964,3,-0.19
20965,1,0.22
20965,2,1.75
20965,3,0.16
20994,1,1.55
20994,2,0.44
20994,3,0.59
21000,1,0.51
21000,2,-0.8
21000,3,-0.8
21009,1,0.23
21009,2,0.9
21009,3,0.67
21025,1,0.37
21025,2,-0.4
21025,3,0.13
21033,1,1.24
21033,2,0.37
21033,3,0.56
21035,1,0.06
21035,2,1.33
21035,3,-0.07
21036,1,-1.36
21036,2,1.31
21036,3,-0.17
21037,1,-0.44
21037,2,-0.32
21037,3,-0.02
21039,1,-0.03
21039,2,0.19
21039,3,-0.14
21054,1,-1.19
21054,2,1.12
21054,3,-0.83
21056,1,0
21056,2,0.26
21056,3,0.2
21060,1,-0.76
21060,2,-0.55
21060,3,0.16
21066,1,-2.3
21066,2,-0.3
21066,3,-0.2
21067,1,-0.67
21067,2,0.27
21067,3,0.14
21068,1,-1.69
21068,2,0.68
21068,3,-0.15
21069,1,-0.4
21069,2,-0.77
21069,3,-0.15
21070,1,0.86
21070,2,0.27
21070,3,0.13
21071,1,0.08
21071,2,-0.07
21071,3,0.22
21072,1,-0.7
21072,2,0.38
21072,3,-0.35
21073,1,-0.39
21073,2,-0.64
21073,3,0.74
21074,1,0.47
21074,2,0.63
21074,3,0.03
21075,1,-0.33
21075,2,-0.11
21075,3,-0.09
21076,1,0.57
21076,2,1.02
21076,3,0.6
21105,1,-0.83
21105,2,0.31
21105,3,0.39
21108,1,-0.93
21108,2,1.69
21108,3,0.22
21128,1,-0.61
21128,2,-1.06
21128,3,-0.45
21138,1,0.25
21138,2,0.52
21138,3,0.13
21150,1,0.18
21150,2,0.08
21150,3,-0.08
21158,1,-1.04
21158,2,0.02
21158,3,0.1
21159,1,-1.2
21159,2,-0.43
21159,3,0.15
21166,1,-0.73
21166,2,0.49
21166,3,0.5
21167,1,0.67
21167,2,0.65
21167,3,0.14
21172,1,-1.67
21172,2,1.04
21172,3,0.86
21174,1,0.29
21174,2,0.47
21174,3,0.31
21175,1,0.6
21175,2,0.8
21175,3,0.58
21178,1,2.01
21178,2,-0.46
21178,3,0.08
21181,1,-0
21181,2,-1.27
21181,3,-0.54
21201,1,0.49
21201,2,-0.02
21201,3,-0.02
21203,1,0.79
21203,2,0.38
21203,3,0.29
21214,1,0.02
21214,2,-0.22
21214,3,0.4
21216,1,0.93
21216,2,0.19
21216,3,-0.15
21234,1,0.11
21234,2,-0.71
21234,3,-0.19
21250,1,-0.4
21250,2,0.41
21250,3,-0.07
21255,1,-0.22
21255,2,1.55
21255,3,0.07
21257,1,-0.31
21257,2,0.43
21257,3,0.35
21267,1,-1.48
21267,2,-0.65
21267,3,0.12
21271,1,0.18
21271,2,0.21
21271,3,-0.82
21272,1,-0.26
21272,2,0.46
21272,3,-0.44
21303,1,0.91
21303,2,0.48
21303,3,0.15
21335,1,0.25
21335,2,-0.72
21335,3,-0.26
21336,1,0.52
21336,2,0.21
21336,3,-0.09
21337,1,0.23
21337,2,-0.43
21337,3,-0.24
21338,1,-0.08
21338,2,0.08
21338,3,0.54
21355,1,-0.29
21355,2,-0
21355,3,0.44
21356,1,-0.12
21356,2,1.06
21356,3,-0.06
21362,1,-1.97
21362,2,0.49
21362,3,-0.34
21383,1,1.43
21383,2,-1.5
21383,3,0.46
21384,1,-1.55
21384,2,-0.05
21384,3,0.35
21390,1,-1.32
21390,2,0.18
21390,3,0.51
21393,1,-1.11
21393,2,-1.19
21393,3,0.74
21394,1,-0.09
21394,2,-0.09
21394,3,0.25
21395,1,-1.05
21395,2,-0.77
21395,3,-0.39
21397,1,-0.97
21397,2,-0.25
21397,3,-0.21
21399,1,0.51
21399,2,0.07
21399,3,-0.02
21443,1,-0.79
21443,2,-0.35
21443,3,0.23
21446,1,0.34
21446,2,0.48
21446,3,0.17
21480,1,0.03
21480,2,0.78
21480,3,0.2
21485,1,0.09
21485,2,0.62
21485,3,-0.06
21530,1,-0.1
21530,2,0.42
21530,3,-0.36
21543,1,-0.43
21543,2,-0.68
21543,3,1.06
21545,1,0.95
21545,2,-0.44
21545,3,0.26
21558,1,-0.31
21558,2,0.3
21558,3,0.2
21560,1,0.76
21560,2,-0.44
21560,3,-0.85
21561,1,0.07
21561,2,-1.27
21561,3,-0.35
21566,1,-1.22
21566,2,0.46
21566,3,0.11
21573,1,0.37
21573,2,-0.35
21573,3,-0.54
21574,1,1
21574,2,0.78
21574,3,-0.13
21613,1,0.35
21613,2,-0.43
21613,3,0.47
21620,1,0.58
21620,2,0.97
21620,3,0.04
21637,1,0.01
21637,2,-0.31
21637,3,0.48
21649,1,-0.85
21649,2,1.17
21649,3,-0.29
21650,1,-0.27
21650,2,-0.21
21650,3,-0.24
21655,1,-0.4
21655,2,0.53
21655,3,0.28
21656,1,-0.3
21656,2,0.16
21656,3,-0.5
21657,1,0.2
21657,2,0.52
21657,3,0.16
21658,1,0.63
21658,2,0.32
21658,3,-0.32
21661,1,0.28
21661,2,0.23
21661,3,-0.33
21662,1,-0.61
21662,2,0.01
21662,3,0.11
21663,1,0.05
21663,2,-0.12
21663,3,-0.34
21664,1,0.42
21664,2,0.33
21664,3,-0.02
21673,1,-0.15
21673,2,0.21
21673,3,-0.76
21675,1,-1.39
21675,2,0.22
21675,3,-0.74
21676,1,0.11
21676,2,-1.35
21676,3,-0.73
21691,1,0.11
21691,2,0.5
21691,3,-0.03
21692,1,-0.53
21692,2,-0.48
21692,3,-0.64
21697,1,-0.85
21697,2,0.63
21697,3,0.47
21698,1,-1.11
21698,2,-0.15
21698,3,-0.46
21699,1,-1.74
21699,2,1.1
21699,3,-0.34
21722,1,0.94
21722,2,-0.6
21722,3,-0.47
21779,1,1.07
21779,2,-0.05
21779,3,-0.09
21798,1,0.33
21798,2,-0.7
21798,3,0.24
21811,1,-0.72
21811,2,0.85
21811,3,0.12
21812,1,-0.34
21812,2,-0.81
21812,3,-0.01
21813,1,-0.37
21813,2,-1.01
21813,3,0.31
21815,1,1.27
21815,2,-1.44
21815,3,0.46
21816,1,-0.45
21816,2,0.49
21816,3,0.57
21817,1,-0.56
21817,2,-0.69
21817,3,0.11
21818,1,-1.42
21818,2,0.47
21818,3,-0.88
21819,1,-1.05
21819,2,-0.42
21819,3,-0.1
21820,1,0.5
21820,2,-0.64
21820,3,0.33
21821,1,-0.66
21821,2,0.36
21821,3,-0.17
21822,1,-0.14
21822,2,0.55
21822,3,0.99
21824,1,0.36
21824,2,0.21
21824,3,-0.69
21831,1,1.18
21831,2,0.11
21831,3,-0.62
21832,1,0.45
21832,2,0.48
21832,3,-0.48
21833,1,0.24
21833,2,0.76
21833,3,-0.09
21837,1,0.55
21837,2,-0.32
21837,3,-0.14
21848,1,0.95
21848,2,-0.16
21848,3,0.22
21876,1,1.07
21876,2,-0.6
21876,3,-0.1
21900,1,-0.11
21900,2,-0.73
21900,3,-0.12
21904,1,-0.59
21904,2,-1.44
21904,3,-0.43
21905,1,0.14
21905,2,-0.57
21905,3,-0.24
21907,1,-0.82
21907,2,0.08
21907,3,1.06
21908,1,0.05
21908,2,0.68
21908,3,0.17
21912,1,-0.6
21912,2,0.25
21912,3,0.93
21913,1,-0.15
21913,2,0.32
21913,3,-0.16
21919,1,-0.44
21919,2,-1.55
21919,3,0.42
21921,1,0.03
21921,2,0.14
21921,3,0.08
21990,1,1.23
21990,2,-1.07
21990,3,0.24
21999,1,-0.01
21999,2,0.03
21999,3,0.66
22031,1,-1.3
22031,2,-0.24
22031,3,0.51
22033,1,-0.88
22033,2,-0.29
22033,3,-0.35
22047,1,0.14
22047,2,-0.37
22047,3,0.09
22053,1,0.21
22053,2,-0.77
22053,3,-0.02
22055,1,0.25
22055,2,-0.08
22055,3,-0.18
22056,1,-0.4
22056,2,-0.11
22056,3,-0.12
22059,1,-0.72
22059,2,-1.37
22059,3,0.06
22062,1,0.59
22062,2,-0.23
22062,3,-0.03
22070,1,-0.37
22070,2,-0.12
22070,3,0.58
22071,1,0.13
22071,2,-0.91
22071,3,0.45
22075,1,-0.45
22075,2,1.25
22075,3,-0.11
22086,1,0.03
22086,2,-0.1
22086,3,0.27
22087,1,0.05
22087,2,-0.76
22087,3,0.57
22088,1,-0.23
22088,2,0.82
22088,3,-0.4
22089,1,-0.02
22089,2,-0.29
22089,3,0.61
22090,1,-0.49
22090,2,-0.92
22090,3,0.14
22093,1,0.65
22093,2,0.1
22093,3,-0.04
22109,1,1.07
22109,2,0.32
22109,3,0.74
22114,1,0.72
22114,2,-0.02
22114,3,0.69
22182,1,-1.47
22182,2,0.52
22182,3,-0.23
22193,1,-0.46
22193,2,0.28
22193,3,0.33
22210,1,-1.12
22210,2,0.19
22210,3,0.25
22230,1,0.01
22230,2,-0.26
22230,3,-0.14
22231,1,0.47
22231,2,-0.71
22231,3,0.1
22232,1,0.52
22232,2,-0.74
22232,3,-0.2
22237,1,-1.56
22237,2,0.53
22237,3,-0.48
22241,1,-0.54
22241,2,-0.29
22241,3,0.54
22242,1,-1.08
22242,2,0.38
22242,3,0.16
22284,1,-0.75
22284,2,-0.5
22284,3,-0.06
22315,1,0.54
22315,2,-0.41
22315,3,-0.38
22316,1,0.13
22316,2,0.05
22316,3,-0.39
22338,1,-0.19
22338,2,-0.29
22338,3,-0.43
22348,1,0.05
22348,2,0.04
22348,3,0.58
22350,1,-0.21
22350,2,-0.87
22350,3,0.14
22351,1,0.23
22351,2,-0.34
22351,3,-0.1
22353,1,0.42
22353,2,0.35
22353,3,0.25
22355,1,0.39
22355,2,0.46
22355,3,0.12
22356,1,-0.12
22356,2,0.01
22356,3,0.4
22357,1,0.5
22357,2,0.69
22357,3,-0.07
22358,1,0.76
22358,2,-0.3
22358,3,0.05
22359,1,-0.19
22359,2,-0.56
22359,3,0.12
22360,1,0.61
22360,2,0.32
22360,3,-0.27
22361,1,0.46
22361,2,0.4
22361,3,-0.41
22362,1,-1.11
22362,2,0.23
22362,3,0.16
22363,1,1.04
22363,2,-0.44
22363,3,0.19
22364,1,1.02
22364,2,0.22
22364,3,-0.01
22365,1,-0.24
22365,2,-0.28
22365,3,0.45
22397,1,1.51
22397,2,-0.05
22397,3,0.41
22399,1,-0.4
22399,2,0.07
22399,3,0.16
22400,1,-0.24
22400,2,-0.14
22400,3,-0.29
22401,1,-0.03
22401,2,0.13
22401,3,-0.08
22422,1,0.83
22422,2,0.07
22422,3,-0.38
22428,1,0.72
22428,2,0.3
22428,3,-0.12
22436,1,-0.74
22436,2,-0.27
22436,3,-0.33
22458,1,0.27
22458,2,0.42
22458,3,-0.18
22471,1,0.85
22471,2,0.82
22471,3,0.25
22475,1,-0.29
22475,2,-0.82
22475,3,1.62
22478,1,0.62
22478,2,-0.5
22478,3,0.56
22479,1,-0.91
22479,2,0.51
22479,3,-0.07
22483,1,-0.24
22483,2,1.05
22483,3,-0.48
22485,1,-0.14
22485,2,1.42
22485,3,-0.2
22486,1,-0.5
22486,2,-0.32
22486,3,0.14
22519,1,1.76
22519,2,-0.27
22519,3,0.97
22546,1,0.91
22546,2,-0.47
22546,3,0.01
22572,1,-0.6
22572,2,0.07
22572,3,-0.04
22633,1,1.04
22633,2,-0.55
22633,3,0.9
22634,1,0.51
22634,2,-0.11
22634,3,0.23
22635,1,-0.52
22635,2,-0.59
22635,3,-0.16
22649,1,0.59
22649,2,-0.49
22649,3,0.3
22659,1,-0.36
22659,2,-0.45
22659,3,-0.32
22665,1,-0.09
22665,2,-1.29
22665,3,-0.3
22689,1,0.75
22689,2,0.79
22689,3,-0.47
22690,1,0.73
22690,2,-0.07
22690,3,0.43
22691,1,0.43
22691,2,0.81
22691,3,0.52
22692,1,0.37
22692,2,-0.2
22692,3,-0.21
22695,1,0.95
22695,2,-0.05
22695,3,-0.14
22696,1,0.82
22696,2,0.92
22696,3,-0.23
22698,1,1.13
22698,2,0.02
22698,3,-0.09
22700,1,0.14
22700,2,-0.07
22700,3,0.02
22701,1,0.4
22701,2,-0.88
22701,3,-0.25
22702,1,-0.82
22702,2,0.55
22702,3,-0.07
22703,1,0.42
22703,2,0.52
22703,3,0.27
22704,1,0.53
22704,2,-0.49
22704,3,-0.19
22715,1,0.51
22715,2,0.43
22715,3,0.36
22719,1,0.67
22719,2,-0.34
22719,3,-0.32
22720,1,1.21
22720,2,-0.14
22720,3,-0.87
22721,1,-1.36
22721,2,-0.4
22721,3,0.64
22723,1,0.38
22723,2,-0.02
22723,3,-0.88
22724,1,-0.39
22724,2,0.99
22724,3,0.58
22725,1,1.02
22725,2,0.17
22725,3,-0.12
22727,1,0.24
22727,2,0.78
22727,3,-0.68
22728,1,0.34
22728,2,1.3
22728,3,0.95
22773,1,-0.94
22773,2,0.43
22773,3,-0.65
22780,1,-0.01
22780,2,-0.39
22780,3,-0.44
22807,1,0.05
22807,2,-0.8
22807,3,-0.03
22810,1,0.64
22810,2,-0.37
22810,3,0.52
22811,1,-1.58
22811,2,-0.61
22811,3,-0.41
22814,1,-1.16
22814,2,-1.34
22814,3,0.22
22816,1,1.01
22816,2,-0.04
22816,3,0.37
22825,1,-1.05
22825,2,-0.7
22825,3,-0.22
22827,1,-0.74
22827,2,0.03
22827,3,0.21
22828,1,-1.09
22828,2,-0.36
22828,3,0.14
22830,1,-0.65
22830,2,-0.68
22830,3,0.33
22831,1,-0.85
22831,2,-0.7
22831,3,-0.05
22832,1,0.27
22832,2,0.5
22832,3,-0.24
22834,1,-1.31
22834,2,-0.04
22834,3,0.72
22835,1,-0.58
22835,2,-0.08
22835,3,-0.32
22836,1,-0.81
22836,2,0.29
22836,3,0.52
22838,1,0.38
22838,2,0.23
22838,3,0.23
22839,1,0.37
22839,2,1.99
22839,3,-0.24
22840,1,-1.62
22840,2,-0.02
22840,3,0.51
22841,1,-0.38
22841,2,0.47
22841,3,0.26
22842,1,-1.21
22842,2,0.96
22842,3,0.03
22843,1,-0.71
22843,2,-0.21
22843,3,0.38
22844,1,-0.46
22844,2,0.18
22844,3,0.19
22846,1,0.77
22846,2,0.18
22846,3,-0.24
22847,1,-0.44
22847,2,-0.85
22847,3,0.5
22848,1,0.22
22848,2,-0.14
22848,3,-0.81
22851,1,-0.1
22851,2,-0.55
22851,3,-0.58
22852,1,0.57
22852,2,0.46
22852,3,-0.48
22853,1,-0.44
22853,2,0.24
22853,3,-0.4
22854,1,0.73
22854,2,0.68
22854,3,-0.42
22855,1,-0
22855,2,0.42
22855,3,-0.09
22856,1,0.93
22856,2,-0.21
22856,3,0.26
22857,1,0.66
22857,2,0.47
22857,3,-0.02
22858,1,0.7
22858,2,-0.83
22858,3,1.44
22859,1,0.08
22859,2,0.91
22859,3,0.24
22881,1,0.57
22881,2,0.36
22881,3,0.92
22894,1,-0.07
22894,2,-0.24
22894,3,-0.37
22897,1,0.27
22897,2,0.51
22897,3,-0.04
22921,1,-0.99
22921,2,-0.77
22921,3,0.24
22961,1,-1.27
22961,2,0.53
22961,3,0.39
22973,1,-0.08
22973,2,0.55
22973,3,-0.44
23012,1,0.16
23012,2,-0.4
23012,3,-0.23
23043,1,0.27
23043,2,0.16
23043,3,0.2
23047,1,0.17
23047,2,0.09
23047,3,-0.14
23055,1,-0.34
23055,2,0.19
23055,3,0.53
23057,1,0.56
23057,2,0.23
23057,3,0.22
23067,1,-0.02
23067,2,-0.27
23067,3,0.03
23072,1,-0.51
23072,2,-0.29
23072,3,0.22
23080,1,-0.32
23080,2,0.62
23080,3,-0.05
23081,1,-0.57
23081,2,-0.47
23081,3,-0.02
23102,1,-1.13
23102,2,-0.52
23102,3,0.23
23106,1,-0.02
23106,2,0.26
23106,3,-0.64
23108,1,-0.08
23108,2,-0.1
23108,3,0.06
23109,1,-0.18
23109,2,-0.2
23109,3,0.29
23110,1,0.37
23110,2,-0.12
23110,3,0.1
23111,1,-0.06
23111,2,-0.02
23111,3,0.04
23117,1,0.07
23117,2,-0.5
23117,3,-0.05
23118,1,1.24
23118,2,0.34
23118,3,-0.49
23119,1,-0.99
23119,2,0.01
23119,3,-0.25
23187,1,-0.37
23187,2,-1.15
23187,3,-0.27
23190,1,-0.91
23190,2,-0.05
23190,3,-0.44
23191,1,1.13
23191,2,-0.11
23191,3,-0.85
23197,1,0.26
23197,2,-0.73
23197,3,-0.37
23215,1,0.5
23215,2,-0.88
23215,3,-0.22
23231,1,0.38
23231,2,-0.52
23231,3,0.24
23233,1,0.07
23233,2,0.48
23233,3,-0.09
23238,1,-1.09
23238,2,-0.29
23238,3,0.62
23253,1,-0.45
23253,2,-0.14
23253,3,0.95
23257,1,-0.59
23257,2,0
23257,3,-0.15
23311,1,0.13
23311,2,-0.7
23311,3,-0.41
23318,1,1.15
23318,2,0.09
23318,3,-0.13
23321,1,0.31
23321,2,-0.3
23321,3,-0.37
23323,1,0.09
23323,2,0.26
23323,3,-0.22
23336,1,-1.11
23336,2,1.12
23336,3,0.13
23337,1,-0.78
23337,2,-0.28
23337,3,0.33
23350,1,0.49
23350,2,-0.58
23350,3,-0.62
23351,1,-0.65
23351,2,0.35
23351,3,-0.09
23352,1,-1.13
23352,2,0.16
23352,3,-0.72
23356,1,-0.3
23356,2,0.56
23356,3,0.44
23377,1,1.67
23377,2,0.38
23377,3,0.73
23378,1,0.78
23378,2,0.28
23378,3,0.16
23379,1,0.66
23379,2,1.18
23379,3,0.52
23386,1,-0.75
23386,2,-0.71
23386,3,0.34
23389,1,-0.65
23389,2,0.51
23389,3,-0.11
23407,1,-0.01
23407,2,0.15
23407,3,0.06
23432,1,0.49
23432,2,-0.56
23432,3,-0.13
23453,1,-0.99
23453,2,0.21
23453,3,-0.12
23460,1,-0.64
23460,2,-0.47
23460,3,0.8
23502,1,-1.39
23502,2,-0.48
23502,3,-0.46
23556,1,0.75
23556,2,0.02
23556,3,-0.27
23563,1,0.38
23563,2,-0.5
23563,3,-0.1
23570,1,0.15
23570,2,-0.56
23570,3,-0.26
23571,1,1.29
23571,2,0.45
23571,3,-0.31
23572,1,1.05
23572,2,-0.55
23572,3,-0.4
23585,1,-0.33
23585,2,0.34
23585,3,0.51
23591,1,-0.04
23591,2,1.76
23591,3,-0.8
23593,1,-0.12
23593,2,1.07
23593,3,-0.37
23595,1,-1.48
23595,2,0.24
23595,3,-0.19
23598,1,-1.09
23598,2,-0.15
23598,3,0.42
23614,1,0.43
23614,2,-0.69
23614,3,-0.13
23615,1,1.17
23615,2,-0.65
23615,3,-0.39
23630,1,-0.17
23630,2,-0.55
23630,3,0.78
23635,1,0.88
23635,2,0.19
23635,3,-0.17
23636,1,-0.13
23636,2,0.95
23636,3,-0.07
23637,1,-0.86
23637,2,-0.87
23637,3,0.05
23638,1,0.28
23638,2,0.08
23638,3,-0.73
23649,1,0.13
23649,2,-0.53
23649,3,-0.28
23681,1,0.43
23681,2,-0.43
23681,3,-0.26
23682,1,0.38
23682,2,-0.67
23682,3,-0.15
23737,1,-1.68
23737,2,-0.24
23737,3,0.72
23741,1,0.31
23741,2,-0.47
23741,3,0.37
23744,1,0.08
23744,2,-0.18
23744,3,-0.06
23764,1,0.31
23764,2,-0.26
23764,3,0.04
23785,1,-0.17
23785,2,0.14
23785,3,-0.04
23792,1,0.08
23792,2,-0.01
23792,3,-0.01
23799,1,0.93
